10,8,home,3.01,3.03,0.02
10,9,from,3.03,3.05,0.02
10,10,India,3.05,3.08,0.03
10,11,on,3.08,4.03,0.95
10,12,the,4.03,4.04,0.01
10,13,mental,4.04,4.07,0.03
10,14,board,4.07,5.01,0.94
11,0,in,0.0,0.07,0.07
11,1,fact,0.07,1.02,0.95
11,2,he,1.02,1.04,0.02
11,3,is,1.04,1.06,0.02
11,4,quite,1.06,1.09,0.03
11,5,severe,1.09,2.03,0.94
11,6,on,2.03,2.05,0.02
11,7,mr.,2.05,2.09,0.04
11,8,Ruskin,2.09,3.03,0.94
11,9,for,3.03,3.07,0.04
11,10,not,3.07,3.09,0.02
11,11,recognizing,3.09,4.07,0.98
11,12,that,4.07,4.08,0.01
11,13,I,4.08,5.06,0.98
11,14,picture,5.06,6.0,0.94
11,15,should,6.0,6.02,0.02
11,16,do,6.02,6.03,0.01
11,17,note,6.03,6.07,0.04
11,18,the,6.07,6.08,0.01
11,19,Frailty,6.08,7.03,0.95
11,20,of,7.03,7.04,0.01
11,21,man,7.04,7.09,0.05
11,22,and,7.09,9.0,1.91
11,23,remarks,9.0,9.06,0.06
11,24,with,9.06,9.08,0.02
11,25,pleasing,9.08,10.04,0.96
11,26,courtesy,10.04,11.0,0.96
11,27,infelicitous,11.0,11.08,0.08
11,28,Grace,11.08,12.02,0.94
11,29,that,12.02,12.07,0.05
11,30,many,12.07,13.06,0.99
11,31,faces,13.06,14.01,0.95
11,32,are,14.01,14.03,0.02
11,33,feeling,14.03,14.08,0.05
12,0,only,0.03,0.09,0.06
12,1,unfortunately,0.09,1.09,1.0
12,2,his,1.09,2.06,0.97
12,3,own,2.06,2.08,0.02
12,4,work,2.08,3.02,0.94
12,5,never,3.02,3.06,0.04
12,6,does,3.06,4.01,0.95
12,7,get,4.01,4.04,0.03
12,8,good,4.04,4.09,0.05
13,0,mr.,0.03,0.09,0.06
13,1,Kruger,0.09,1.02,0.93
13,2,has,1.02,1.05,0.03
13,3,missed,1.05,1.09,0.04
13,4,his,1.09,2.0,0.91
13,5,chance,2.0,2.03,0.03
13,6,for,2.03,3.04,1.01
13,7,his,3.04,3.08,0.04
13,8,failed,3.08,4.02,0.94
13,9,even,4.02,4.05,0.03
13,10,to,4.05,4.07,0.02
13,11,make,4.07,4.09,0.02
13,12,himself,4.09,5.01,0.92
13,13,at,5.01,5.05,0.04
13,14,upper,5.05,5.08,0.03
13,15,of,5.08,6.0,0.92
13,16,painting,6.0,6.05,0.05
14,0,my,0.01,0.05,0.04
14,1,hair,0.05,0.07,0.02
14,2,equilter,0.07,1.02,0.95
14,3,Ma,1.02,1.08,0.06
15,0,because,0.02,0.08,0.06
15,1,you,0.08,0.09,0.01
15,2,were,0.09,1.0,0.91
15,3,sleeping,1.0,1.06,0.06
15,4,instead,1.06,1.09,0.03
15,5,of,1.09,2.0,0.91
15,6,Conquering,2.0,2.05,0.05
15,7,the,2.05,3.05,1.0
15,8,lovely,3.05,3.09,0.04
15,9,rose,3.09,4.03,0.94
15,10,princess,4.03,4.08,0.05
15,11,has,4.08,5.0,0.92
15,12,become,5.0,5.03,0.03
15,13,a,5.03,5.04,0.01
15,14,fiddle,5.04,5.09,0.05
15,15,without,5.09,6.02,0.93
15,16,a,6.02,6.03,0.01
15,17,bow,6.03,6.06,0.03
15,18,I'll,6.06,7.05,0.99
15,19,part,7.05,7.09,0.04
15,20,of,7.09,8.0,0.91
15,21,Shaggy,8.0,8.04,0.04
15,22,sits,8.04,8.07,0.03
15,23,there,8.07,9.0,0.93
15,24,a,9.0,9.04,0.04
15,25,cooing,9.04,9.05,0.01
15,26,dove,9.05,10.02,0.97
16,0,he,0.03,0.07,0.04
16,1,has,0.07,0.09,0.02
16,2,gone,0.09,1.02,0.93
16,3,and,1.02,1.07,0.05
16,4,gone,1.07,1.09,0.02
16,5,for,1.09,2.02,0.93
16,6,good,2.02,2.03,0.01
16,7,answered,2.03,3.02,0.99
16,8,polychrome,3.02,3.09,0.07
16,9,who,3.09,4.01,0.92
16,10,would,4.01,4.03,0.02
16,11,manage,4.03,4.07,0.04
16,12,to,4.07,4.08,0.01
16,13,squeeze,4.08,5.01,0.93
16,14,into,5.01,5.05,0.04
16,15,the,5.05,5.07,0.02
16,16,room,5.07,6.0,0.93
16,17,beside,6.0,6.05,0.05
16,18,the,6.05,6.06,0.01
16,19,dragon,6.06,7.01,0.95
16,20,and,7.01,7.09,0.08
16,21,had,7.09,8.0,0.91
16,22,to,8.0,8.01,0.01
16,23,witness,8.01,8.03,0.02
16,24,the,8.03,8.08,0.05
16,25,occurrences,8.08,9.04,0.96
16,26,with,9.04,9.06,0.02
16,27,much,9.06,10.0,0.94
16,28,interest,10.0,10.03,0.03
17,0,I,0.01,0.04,0.03
17,1,have,0.04,0.07,0.03
17,2,remained,0.07,1.02,0.95
17,3,The,1.02,1.03,0.01
17,4,Prisoner,1.03,1.08,0.05
17,5,only,1.08,2.03,0.95
17,6,because,2.03,2.08,0.05
17,7,I,2.08,2.09,0.01
17,8,wish,2.09,3.04,0.95
17,9,to,3.04,3.06,0.02
17,10,be,3.06,3.09,0.03
17,11,one,3.09,4.04,0.95
18,0,a,0.01,0.04,0.03
18,1,little,0.04,0.07,0.03
18,2,girl,0.07,1.0,0.93
18,3,have,1.0,1.01,0.01
18,4,been,1.01,1.03,0.02
18,5,asleep,1.03,1.06,0.03
18,6,but,1.06,2.04,0.98
18,7,she,2.04,2.05,0.01
18,8,heard,2.05,2.09,0.04
18,9,the,2.09,2.09,0.0
18,10,rap,2.09,3.03,0.94
18,11,song,3.03,3.05,0.02
18,12,open,3.05,3.09,0.04
18,13,the,3.09,3.09,0.0
18,14,door,3.09,4.0,0.91
19,0,the,0.01,0.05,0.04
19,1,king,0.05,0.08,0.03
19,2,is,0.08,1.0,0.92
19,3,flooded,1.0,1.03,0.03
19,4,disgrace,1.03,1.09,0.06
19,5,and,1.09,2.01,0.92
19,6,your,2.01,2.03,0.02
19,7,friends,2.03,2.07,0.04
19,8,are,2.07,2.08,0.01
19,9,asking,2.08,3.02,0.94
19,10,for,3.02,3.04,0.02
19,11,you,3.04,3.05,0.01
20,0,I,0.01,0.04,0.03
20,1,begged,0.04,0.09,0.05
20,2,ruggedo,0.09,1.0,0.91
20,3,long,1.0,1.08,0.08
20,4,ago,1.08,2.0,0.92
20,5,to,2.0,2.02,0.02
20,6,send,2.02,2.05,0.03
20,7,them,2.05,2.06,0.01
20,8,away,2.06,2.08,0.02
20,9,but,2.08,3.01,0.93
20,10,he,3.01,3.02,0.01
20,11,would,3.02,3.04,0.02
20,12,not,3.04,3.06,0.02
20,13,do,3.06,3.08,0.02
20,14,so,3.08,4.01,0.93
21,0,I,0.01,0.05,0.04
21,1,also,0.05,0.08,0.03
21,2,offered,0.08,1.03,0.95
21,3,to,1.03,1.04,0.01
21,4,help,1.04,1.05,0.01
21,5,your,1.05,1.07,0.02
21,6,brother,1.07,1.08,0.01
21,7,to,1.08,2.0,0.92
21,8,escape,2.0,2.05,0.05
21,9,but,2.05,2.07,0.02
21,10,it,2.07,2.08,0.01
21,11,would,2.08,3.0,0.92
21,12,not,3.0,3.01,0.01
21,13,go,3.01,3.03,0.02
22,0,he,0.03,0.07,0.04
22,1,eats,0.07,1.01,0.94
22,2,and,1.01,1.02,0.01
22,3,sleeps,1.02,1.07,0.05
22,4,very,1.07,1.08,0.01
22,5,steadily,1.08,2.03,0.95
22,6,replied,2.03,2.09,0.06
22,7,the,2.09,3.0,0.91
22,8,new,3.0,3.02,0.02
22,9,king,3.02,3.05,0.03
23,0,I,0.03,0.07,0.04
23,1,hope,0.07,0.09,0.02
23,2,it,0.09,0.09,0.0
23,3,doesn't,0.09,1.02,0.93
23,4,work,1.02,1.06,0.04
23,5,too,1.06,1.08,0.02
23,6,hard,1.08,2.0,0.92
23,7,since,2.0,2.08,0.08
23,8,Shaggy,2.08,3.01,0.93
24,0,he,0.03,0.07,0.04
24,1,doesn't,0.07,0.09,0.02
24,2,work,0.09,1.01,0.92
24,3,at,1.01,1.02,0.01
24,4,all,1.02,1.03,0.01
25,0,in,0.01,0.05,0.04
25,1,fact,0.05,1.0,0.95
25,2,there's,1.0,1.05,0.05
25,3,nothing,1.05,1.09,0.04
25,4,he,1.09,2.0,0.91
25,5,can,2.0,2.01,0.01
25,6,do,2.01,2.02,0.01
25,7,in,2.02,2.05,0.03
25,8,these,2.05,2.06,0.01
25,9,dominions,2.06,3.01,0.95
25,10,as,3.01,3.05,0.04
25,11,well,3.05,3.08,0.03
25,12,as,3.08,4.0,0.92
25,13,our,4.0,4.01,0.01
25,14,knows,4.01,4.05,0.04
25,15,whose,4.05,5.05,1.0
25,16,numbers,5.05,5.08,0.03
25,17,are,5.08,6.0,0.92
25,18,so,6.0,6.01,0.01
25,19,great,6.01,6.06,0.05
25,20,that,6.06,6.07,0.01
25,21,it,6.07,6.08,0.01
25,22,worries,6.08,7.01,0.93
25,23,us,7.01,7.03,0.02
25,24,to,7.03,7.06,0.03
25,25,keep,7.06,7.08,0.02
25,26,them,7.08,7.08,0.0
25,27,all,7.08,8.01,0.93
25,28,busy,8.01,8.02,0.01
26,0,not,0.03,0.08,0.05
26,1,exactly,0.08,1.02,0.94
26,2,turn,1.02,2.02,1.0
26,3,Calico,2.02,2.07,0.05
27,0,where,0.03,0.09,0.06
27,1,is,0.09,1.0,0.91
27,2,my,1.0,1.02,0.02
27,3,brother,1.02,1.05,0.03
27,4,now,1.05,1.06,0.01
28,0,inquired,0.0,0.07,0.07
28,1,Shaggy,0.07,1.01,0.94
28,2,in,1.01,2.03,1.02
28,3,the,2.03,2.03,0.0
28,4,middle,2.03,2.07,0.04
28,5,Forest,2.07,3.01,0.94
29,0,where,0.03,0.07,0.04
29,1,is,0.07,0.09,0.02
29,2,that,0.09,1.01,0.92
30,0,the,0.03,0.07,0.04
30,1,middle,0.07,0.09,0.02
30,2,Forest,0.09,1.03,0.94
30,3,is,1.03,1.07,0.04
30,4,in,1.07,1.09,0.02
30,5,the,1.09,1.09,0.0
30,6,great,1.09,2.02,0.93
30,7,Dome,2.02,2.06,0.04
30,8,Cavern,2.06,3.01,0.95
30,9,the,3.01,3.08,0.07
30,10,largest,3.08,4.06,0.98
30,11,in,4.06,4.07,0.01
30,12,all,4.07,4.08,0.01
30,13,our,4.08,5.02,0.94
30,14,dominions,5.02,5.08,0.06
30,15,replied,5.08,6.04,0.96
30,16,Calico,6.04,6.09,0.05
31,0,chemical,0.03,1.0,0.97
31,1,hesitated,1.0,1.06,0.06
32,0,however,0.03,1.0,0.97
32,1,if,1.0,1.09,0.09
32,2,we,1.09,2.0,0.91
32,3,look,2.0,2.03,0.03
32,4,sharp,2.03,2.07,0.04
32,5,we,2.07,3.05,0.98
32,6,may,3.05,3.06,0.01
32,7,be,3.06,3.08,0.02
32,8,able,3.08,4.0,0.92
32,9,to,4.0,4.02,0.02
32,10,discover,4.02,4.04,0.02
32,11,one,4.04,5.0,0.96
32,12,of,5.0,5.01,0.01
32,13,these,5.01,5.03,0.02
32,14,secret,5.03,5.08,0.05
32,15,ways,5.08,6.02,0.94
33,0,oh,0.0,0.06,0.06
33,1,no,0.06,1.0,0.94
33,2,I'm,1.0,1.01,0.01
33,3,quite,1.01,1.04,0.03
33,4,sure,1.04,1.05,0.01
33,5,he,1.05,1.06,0.01
33,6,didn't,1.06,2.01,0.95
34,0,that's,0.03,0.09,0.06
34,1,funny,0.09,1.03,0.94
34,2,remark,1.03,1.07,0.04
34,3,to,1.07,1.09,0.02
34,4,Betsy,1.09,2.03,0.94
34,5,you,2.03,2.04,0.01
34,6,thoughtfully,2.04,2.09,0.05
35,0,I,0.03,0.06,0.03
35,1,don't,0.06,0.08,0.02
35,2,believe,0.08,1.0,0.92
35,3,and,1.0,1.06,0.06
35,4,knew,1.06,1.08,0.02
35,5,any,1.08,2.01,0.93
35,6,magic,2.01,2.07,0.06
35,7,or,2.07,3.0,0.93
35,8,she'd,3.0,3.02,0.02
35,9,have,3.02,3.03,0.01
35,10,worked,3.03,3.06,0.03
35,11,before,3.06,3.09,0.03
36,0,I,0.03,0.06,0.03
36,1,do,0.06,0.08,0.02
36,2,not,0.08,1.0,0.92
36,3,know,1.0,1.02,0.02
36,4,confessed,1.02,1.09,0.07
36,5,Shaggy,1.09,2.04,0.95
37,0,true,0.03,0.09,0.06
37,1,agreed,0.09,1.08,0.99
37,2,Calico,1.08,2.03,0.95
38,0,Calico,0.03,1.0,0.97
38,1,went,1.0,1.03,0.03
38,2,to,1.03,1.04,0.01
38,3,the,1.04,1.05,0.01
38,4,big,1.05,1.07,0.02
38,5,Kong,1.07,2.01,0.94
38,6,and,2.01,2.05,0.04
38,7,pounded,2.05,3.0,0.95
38,8,on,3.0,3.0,0.0
38,9,it,3.0,3.03,0.03
38,10,just,3.03,3.06,0.03
38,11,as,3.06,3.07,0.01
38,12,we're,3.07,3.09,0.02
38,13,going,3.09,4.0,0.91
38,14,to,4.0,4.01,0.01
38,15,used,4.01,4.05,0.04
38,16,to,4.05,4.05,0.0
38,17,do,4.05,4.07,0.02
38,18,but,4.07,5.04,0.97
38,19,no,5.04,5.06,0.02
38,20,one,5.06,5.08,0.02
38,21,answered,5.08,6.02,0.94
38,22,the,6.02,6.02,0.0
38,23,summons,6.02,6.05,0.03
39,0,having,0.03,0.09,0.06
39,1,returned,0.09,1.03,0.94
39,2,to,1.03,1.04,0.01
39,3,the,1.04,1.05,0.01
39,4,Royal,1.05,1.07,0.02
39,5,Cavern,1.07,2.02,0.95
39,6,Calico,2.02,3.01,0.99
39,7,first,3.01,3.08,0.07
39,8,pound,3.08,4.01,0.93
39,9,of,4.01,4.03,0.02
39,10,The,4.03,4.03,0.0
39,11,Gong,4.03,4.07,0.04
39,12,and,4.07,4.09,0.02
39,13,then,4.09,5.02,0.93
39,14,sat,5.02,5.06,0.04
39,15,on,5.06,5.08,0.02
39,16,the,5.08,5.09,0.01
39,17,throne,5.09,6.0,0.91
39,18,wearing,6.0,6.08,0.08
39,19,regular,6.08,7.01,0.93
39,20,has,7.01,7.04,0.03
39,21,discarded,7.04,7.08,0.04
39,22,Ruby,7.08,8.04,0.96
39,23,crown,8.04,8.07,0.03
39,24,and,8.07,9.05,0.98
39,25,holding,9.05,9.08,0.03
39,26,in,9.08,9.09,0.01
39,27,his,9.09,10.01,0.92
39,28,hands,10.01,10.05,0.04
39,29,a,10.05,10.05,0.0
39,30,scepter,10.05,11.0,0.95
39,31,which,11.0,11.02,0.02
39,32,ruggedo,11.02,11.06,0.04
39,33,had,11.06,11.09,0.03
39,34,so,11.09,12.02,0.93
39,35,often,12.02,12.05,0.03
39,36,thrown,12.05,13.01,0.96
39,37,at,13.01,13.04,0.03
39,38,his,13.04,13.06,0.02
39,39,head,13.06,13.09,0.03
40,0,a,0.03,0.06,0.03
40,1,man,0.06,0.09,0.03
40,2,said,0.09,1.02,0.93
40,3,to,1.02,1.03,0.01
40,4,the,1.03,1.05,0.02
40,5,universe,1.05,1.06,0.01
40,6,sir,1.06,3.0,1.94
40,7,I,3.0,3.05,0.05
40,8,exist,3.05,3.07,0.02
41,0,sweat,0.03,1.0,0.97
41,1,covered,1.0,1.04,0.04
41,2,Briones,1.04,1.08,0.04
41,3,body,1.08,2.02,0.94
41,4,trickling,2.02,3.02,1.0
41,5,into,3.02,3.04,0.02
41,6,the,3.04,3.05,0.01
41,7,titling,3.05,4.01,0.96
41,8,Kloss,4.01,4.05,0.04
41,9,I,4.05,4.06,0.01
41,10,was,4.06,4.08,0.02
41,11,the,4.08,4.09,0.01
41,12,only,4.09,5.02,0.93
41,13,garment,5.02,5.06,0.04
41,14,he,5.06,5.07,0.01
41,15,wore,5.07,6.01,0.94
42,0,the,0.03,0.06,0.03
42,1,cut,0.06,0.08,0.02
42,2,on,0.08,1.0,0.92
42,3,his,1.0,1.0,0.0
42,4,chest,1.0,1.05,0.05
42,5,still,1.05,2.01,0.96
42,6,dripping,2.01,2.04,0.03
42,7,blood,2.04,2.07,0.03
42,8,to,2.07,3.08,1.01
42,9,ache,3.08,4.01,0.93
42,10,of,4.01,4.02,0.01
42,11,his,4.02,4.04,0.02
42,12,over,4.04,4.07,0.03
42,13,strained,4.07,5.01,0.94
42,14,eyes,5.01,5.05,0.04
42,15,even,5.05,6.05,1.0
42,16,to,6.05,6.06,0.01
42,17,Soaring,6.06,7.02,0.96
42,18,Arena,7.02,7.06,0.04
42,19,around,7.06,8.01,0.95
42,20,him,8.01,8.03,0.02
42,21,with,8.03,8.05,0.02
42,22,the,8.05,8.06,0.01
42,23,thousands,8.06,9.02,0.96
42,24,of,9.02,9.02,0.0
42,25,Spectators,9.02,9.05,0.03
42,26,retrieve,9.05,10.09,1.04
42,27,the,10.09,11.0,0.91
42,28,reality,11.0,11.04,0.04
42,29,is,11.04,11.04,0.0
42,30,not,11.04,11.07,0.03
42,31,worth,11.07,12.0,0.93
42,32,thinking,12.0,12.02,0.02
42,33,about,12.02,12.06,0.04
43,0,is,0.01,0.06,0.05
43,1,instant,0.06,1.0,0.94
43,2,Panic,1.0,1.05,0.05
43,3,was,1.05,1.07,0.02
43,4,followed,1.07,2.01,0.94
43,5,by,2.01,2.02,0.01
43,6,a,2.02,2.03,0.01
43,7,small,2.03,2.07,0.04
43,8,sharp,2.07,3.03,0.96
43,9,blow,3.03,3.06,0.03
43,10,high,3.06,4.01,0.95
43,11,on,4.01,4.03,0.02
43,12,his,4.03,4.04,0.01
43,13,chest,4.04,4.08,0.04
44,0,one,0.03,0.08,0.05
44,1,minute,0.08,1.02,0.94
44,2,of,1.02,1.08,0.06
44,3,voice,1.08,2.02,0.94
44,4,said,2.02,2.05,0.03
44,5,and,2.05,3.04,0.99
44,6,the,3.04,3.05,0.01
44,7,time,3.05,3.07,0.02
44,8,buzzer,3.07,4.01,0.94
44,9,sounded,4.01,4.05,0.04
45,0,a,0.01,0.05,0.04
45,1,minute,0.05,0.08,0.03
45,2,is,0.08,1.0,0.92
45,3,not,1.0,1.02,0.02
45,4,a,1.02,1.03,0.01
45,5,very,1.03,1.04,0.01
45,6,large,1.04,1.09,0.05
45,7,measure,1.09,2.03,0.94
45,8,of,2.03,2.05,0.02
45,9,time,2.05,2.09,0.04
45,10,and,2.09,3.05,0.96
45,11,his,3.05,3.07,0.02
45,12,buddy,3.07,4.0,0.93
45,13,needed,4.0,4.04,0.04
45,14,every,4.04,4.06,0.02
45,15,fraction,4.06,5.01,0.95
45,16,of,5.01,5.02,0.01
45,17,it,5.02,5.04,0.02
46,0,the,0.02,0.06,0.04
46,1,buzzers,0.06,1.01,0.95
46,2,were,1.01,1.04,0.03
46,3,triggered,1.04,2.02,0.98
46,4,his,2.02,2.05,0.03
46,5,muscles,2.05,2.09,0.04
46,6,and,2.09,3.0,0.91
46,7,complete,3.0,3.05,0.05
46,8,relaxation,3.05,3.08,0.03
47,0,Ollie's,0.03,1.01,0.98
47,1,heart,1.01,1.04,0.03
47,2,and,1.04,1.05,0.01
47,3,lungs,1.05,2.0,0.95
47,4,worked,2.0,2.04,0.04
47,5,on,2.04,2.07,0.03
47,6,at,2.07,2.09,0.02
47,7,a,2.09,2.09,0.0
47,8,strong,2.09,3.04,0.95
47,9,measured,3.04,3.09,0.05
47,10,rate,3.09,4.02,0.93
48,0,he,0.03,0.07,0.04
48,1,was,0.07,0.08,0.01
48,2,in,0.08,0.09,0.01
48,3,the,0.09,1.0,0.91
48,4,referee,1.0,1.05,0.05
48,5,sliding,1.05,2.03,0.98
48,6,along,2.03,2.06,0.03
48,7,the,2.06,2.08,0.02
48,8,borders,2.08,3.02,0.94
